timestamp,name,number_raw,number_int
2025-04-01 00:34:17,Ladock,"905,540",905540
2025-04-01 00:34:17,Captain Comp,"473,369",473369
2025-04-01 00:34:17,Islander Aluvian,"395,146",395146
2025-04-01 00:34:17,Entropy-,"364,117",364117
2025-04-01 00:34:17,Fortunate,"323,828",323828
2025-04-01 00:34:17,Soul Bomb,"277,975",277975
2025-04-01 00:34:17,a rage elemental,"273,850",273850
2025-04-01 00:34:17,Malleah,"265,510",265510
2025-04-01 00:34:17,Mr Bingley,"256,004",256004
2025-04-01 00:34:17,Puggles,"218,297",218297
2025-04-01 00:34:19,Jose Gaspar,"207,525",207525
2025-04-01 00:34:19,Khaj.ja,"207,460",207460
2025-04-01 00:34:19,Gopnitsa,"202,458",202458
2025-04-01 00:34:19,an undead pirate,"183,761",183761
2025-04-01 00:34:19,Unsept,"177,323",177323
2025-04-01 00:34:19,Tyrok,"148,501",148501
2025-04-01 00:34:19,Oddeye,"147,899",147899
2025-04-01 00:34:19,Glok son of Glok,"133,690",133690
2025-04-01 00:34:19,Tortuga,"127,475",127475
2025-04-01 00:34:19,Jack-Sparrow,"127,344",127344
2025-04-01 00:34:22,icahn,"119,908",119908
2025-04-01 00:34:22,PewPewDaSnooSnoo,"115,426",115426
2025-04-01 00:34:22,Jander’s Clone,"113,559",113559
2025-04-01 00:34:22,Deano's Chapel,"107,376",107376
2025-04-01 00:34:22,Vesper Ebonsoul,"106,193",106193
2025-04-01 00:34:22,toge,"104,427",104427
2025-04-01 00:34:22,Rock Strongo,"98,157",98157
2025-04-01 00:34:22,Holy Homework,"89,454",89454
2025-04-01 00:34:22,Bartholomew Rob,"88,551",88551
2025-04-01 00:34:23,Totten,"82,363",82363
2025-04-01 00:34:23,Clam Bake,"82,341",82341
2025-04-01 00:34:23,Holy,"81,901",81901
2025-04-01 00:34:23,TemuMandalorian,"79,628",79628
2025-04-01 00:34:23,Doda,"77,242",77242
2025-04-01 00:34:23,CooXaa,"76,809",76809
2025-04-01 00:34:23,Lazzeri BR,"67,763",67763
2025-04-01 00:34:23,Sweet,"67,474",67474
2025-04-01 00:34:23,Spanky McGee,"65,203",65203
2025-04-01 00:34:23,One Bad Banana,"64,915",64915
2025-04-01 00:34:25,Elvenbane,"62,119",62119
2025-04-01 00:34:25,Slim Peter,"59,096",59096
2025-04-01 00:34:25,Blastro,"45,904",45904
2025-04-01 00:34:25,Feneyboi,"45,790",45790
2025-04-01 00:34:25,Turtlein,"45,378",45378
2025-04-01 00:34:25,Mark Shell,"43,140",43140
2025-04-01 00:34:25,Rileyyy,"41,109",41109
2025-04-01 00:34:25,Glitter Goon,"40,935",40935
2025-04-01 00:34:25,Supra,"39,030",39030
2025-04-01 00:34:25,Svingtor,"37,311",37311
2025-04-01 00:34:28,¥ adidi,"36,471",36471
2025-04-01 00:34:28,Knight of Gaia,"35,913",35913
2025-04-01 00:34:28,PlayerWellKnown,"34,225",34225
2025-04-01 00:34:28,Bloody Belakor,"32,455",32455
2025-04-01 00:34:28,Wrin,"32,450",32450
2025-04-01 00:34:28,Conor McGregor,"32,296",32296
2025-04-01 00:34:28,Tarouca,"31,666",31666
2025-04-01 00:34:28,Suicide Messiah,"30,201",30201
2025-04-01 00:34:28,Capt Jayred,"29,565",29565
2025-04-01 00:34:28,Chris Hansen,"23,494",23494
2025-04-01 00:34:29,Raiden.,"23,425",23425
2025-04-01 00:34:29,Bazak,"22,431",22431
2025-04-01 00:34:29,Robertim,"21,973",21973
2025-04-01 00:34:29,Minga,"19,691",19691
2025-04-01 00:34:29,A Wild Animal,"14,821",14821
2025-04-01 00:34:29,Sailish,"12,374",12374
2025-04-01 04:34:17,Entropy-,"1,014,453",1014453
2025-04-01 04:34:17,Sisa's boy,"664,523",664523
2025-04-01 04:34:17,Islander Aluvian,"605,684",605684
2025-04-01 04:34:17,Balthezar,"566,377",566377
2025-04-01 04:34:17,Bin Laggin-,"526,122",526122
2025-04-01 04:34:17,Edo,"468,383",468383
2025-04-01 04:34:17,Tortuga,"411,213",411213
2025-04-01 04:34:17,a rage elemental,"398,288",398288
2025-04-01 04:34:18,Bapeth,"387,315",387315
2025-04-01 04:34:18,Frelik Cabracan,"308,211",308211
2025-04-01 04:34:18,Crittrain,"286,909",286909
2025-04-01 04:34:18,Unsept,"275,250",275250
2025-04-01 04:34:18,Angelica Shy,"262,027",262027
2025-04-01 04:34:21,Ekarru,"212,929",212929
2025-04-01 04:34:21,Spanky McGee,"208,489",208489
2025-04-01 04:34:21,Suicidal Monkey,"201,127",201127
2025-04-01 04:34:21,Manifest-,"194,737",194737
2025-04-01 04:34:21,Deathroll,"184,008",184008
2025-04-01 04:34:23,Zapp Longwood,"179,685",179685
2025-04-01 04:34:23,Boosoof,"150,676",150676
2025-04-01 04:34:23,Dralcon,"145,859",145859
2025-04-01 04:34:23,Rock Strongo,"142,351",142351
2025-04-01 04:34:23,Mischarlilbelluc,"135,331",135331
2025-04-01 04:34:23,Sonore,"134,731",134731
2025-04-01 04:34:25,Sandwich Baggie,"123,604",123604
2025-04-01 04:34:25,PewPewDaSnooSnoo,"122,994",122994
2025-04-01 04:34:25,Chios,"113,744",113744
2025-04-01 04:34:25,Castigator,"104,492",104492
2025-04-01 04:34:25,Clam Bake,"102,379",102379
2025-04-01 04:34:27,KOPCAP,"97,636",97636
2025-04-01 04:34:27,Thomas Keller,"85,995",85995
2025-04-01 04:34:27,BABA YUMRUKCU,"85,929",85929
2025-04-01 04:34:27,Krembluk,"78,386",78386
2025-04-01 04:34:29,Ignavus,"76,044",76044
2025-04-01 04:34:29,Xerad,"73,781",73781
2025-04-01 04:34:29,Slim Peter,"69,593",69593
2025-04-01 04:34:29,Grizwald Beergut,"66,093",66093
2025-04-01 04:34:29,Capt Jayred,"58,543",58543
2025-04-01 04:34:31,Gol D Atrex,"49,892",49892
2025-04-01 04:34:34,Rico Lorenzonati,"34,131",34131
2025-04-01 04:34:35,Epikur,"28,557",28557
2025-04-01 04:34:35,Ned the Sailor,"20,775",20775
2025-04-01 04:34:35,George A Custer,"17,615",17615
2025-04-01 08:34:17,Ladock,"1,941,364",1941364
2025-04-01 08:34:17,Sisa's boy,"877,365",877365
2025-04-01 08:34:17,Bin Laggin-,"758,723",758723
2025-04-01 08:34:17,Crittrain,"750,049",750049
2025-04-01 08:34:17,Edo,"665,988",665988
2025-04-01 08:34:17,Angelica Shy,"660,017",660017
2025-04-01 08:34:17,they,"625,991",625991
2025-04-01 08:34:17,Islander Aluvian,"621,176",621176
2025-04-01 08:34:17,Zapp Longwood,"584,972",584972
2025-04-01 08:34:19,Tortuga,"550,957",550957
2025-04-01 08:34:19,Spanky McGee,"483,524",483524
2025-04-01 08:34:19,Xerad,"432,225",432225
2025-04-01 08:34:19,Eva Angelina,"374,613",374613
2025-04-01 08:34:19,Grom-,"373,965",373965
2025-04-01 08:34:21,Chios,"354,940",354940
2025-04-01 08:34:21,Rileyyy,"308,067",308067
2025-04-01 08:34:21,Suicidal Monkey,"278,196",278196
2025-04-01 08:34:21,Passing Wind,"272,689",272689
2025-04-01 08:34:21,Budha,"268,153",268153
2025-04-01 08:34:24,Jander’s Clone,"231,738",231738
2025-04-01 08:34:24,Ignavus,"230,098",230098
2025-04-01 08:34:24,Bahlan Sarrola,"216,792",216792
2025-04-01 08:34:24,Pkurass,"211,344",211344
2025-04-01 08:34:24,LostMary,"208,269",208269
2025-04-01 08:34:25,Deathroll,"202,675",202675
2025-04-01 08:34:25,BABA YUMRUKCU,"189,784",189784
2025-04-01 08:34:25,Supra,"189,421",189421
2025-04-01 08:34:25,Pyeak,"183,948",183948
2025-04-01 08:34:25,biggtez,"168,264",168264
2025-04-01 08:34:25,Rote Kampflieger,"166,878",166878
2025-04-01 08:34:25,Krembluk,"162,873",162873
2025-04-01 08:34:28,RustySheriff,"159,980",159980
2025-04-01 08:34:28,Savatage,"159,558",159558
2025-04-01 08:34:28,Silverstone,"156,221",156221
2025-04-01 08:34:28,Tarouca,"143,207",143207
2025-04-01 08:34:28,Macinek,"141,000",141000
2025-04-01 08:34:29,K.B-,"140,651",140651
2025-04-01 08:34:29,Filia Ul Copt,"138,456",138456
2025-04-01 08:34:29,Grizwald Beergut,"128,195",128195
2025-04-01 08:34:29,Toolman,"126,374",126374
2025-04-01 08:34:29,Khalifa Wildrose,"125,429",125429
2025-04-01 08:34:31,Ruined King,"120,299",120299
2025-04-01 08:34:33,Death Elemental,"85,494",85494
2025-04-01 08:34:33,Blastro,"76,812",76812
2025-04-01 08:34:35,Lazzeri BR,"71,336",71336
2025-04-01 08:34:35,Mister Id,"69,966",69966
2025-04-01 08:34:35,PlayerWellKnown,"63,891",63891
2025-04-01 08:34:35,FishDogg,"63,553",63553
2025-04-01 08:34:35,| Dated Your Mom,"59,772",59772
2025-04-01 08:34:35,Hisoka Morrow,"58,953",58953
2025-04-01 08:34:37,Mayhem Mike,"49,490",49490
2025-04-01 08:34:37,XK TpyDoBuk,"45,645",45645
2025-04-01 08:34:39,Samuel Kirk,"35,264",35264
2025-04-01 08:34:39,Tunli,"32,225",32225
2025-04-01 08:34:42,Mack Diesel,"23,664",23664
2025-04-01 08:34:42,Mr Greeen,"20,572",20572
2025-04-01 08:34:43,Elendil,"18,339",18339
2025-04-01 08:34:43,Bearded.,"16,820",16820
2025-04-01 08:34:43,Gym,"12,030",12030
2025-04-01 13:25:16,Ladock,"2,738,452",2738452
2025-04-01 13:25:16,Edo,"1,232,112",1232112
2025-04-01 13:25:16,Entropy-,"1,223,610",1223610
2025-04-01 13:25:16,they,"957,918",957918
2025-04-01 13:25:16,Zapp Longwood,"799,575",799575
2025-04-01 13:25:16,Fortunate,"628,801",628801
2025-04-01 13:25:17,Xerad,"538,463",538463
2025-04-01 13:25:17,Rileyyy,"532,910",532910
2025-04-01 13:25:17,Grom-,"518,683",518683
2025-04-01 13:25:17,Epikur,"484,603",484603
2025-04-01 13:25:20,Eva Angelina,"434,670",434670
2025-04-01 13:25:20,Ruined King,"417,485",417485
2025-04-01 13:25:20,Mister Id,"391,152",391152
2025-04-01 13:25:20,Jose Gaspar,"376,539",376539
2025-04-01 13:25:20,Khaj.ja,"376,474",376474
2025-04-01 13:25:20,Pyeak,"357,673",357673
2025-04-01 13:25:20,Sir Kiran,"333,243",333243
2025-04-01 13:25:21,Malleah,"307,956",307956
2025-04-01 13:25:21,Big Man IronArms,"294,891",294891
2025-04-01 13:25:21,Bahlan Sarrola,"282,551",282551
2025-04-01 13:25:21,Puggles,"276,135",276135
2025-04-01 13:25:23,Ignavus,"260,585",260585
2025-04-01 13:25:23,Vesper Ebonsoul,"250,322",250322
2025-04-01 13:25:23,BABA YUMRUKCU,"248,962",248962
2025-04-01 13:25:23,PewPewDaSnooSnoo,"248,065",248065
2025-04-01 13:25:23,Ventroth,"236,675",236675
2025-04-01 13:25:23,Jack-Sparrow,"218,777",218777
2025-04-01 13:25:23,icahn,"214,224",214224
2025-04-01 13:25:26,FishDogg,"201,207",201207
2025-04-01 13:25:26,Faye Webster,"199,491",199491
2025-04-01 13:25:26,Thane Silverhand,"195,078",195078
2025-04-01 13:25:27,Savatage,"178,506",178506
2025-04-01 13:25:27,biggtez,"172,612",172612
2025-04-01 13:25:27,KOPCAP,"164,116",164116
2025-04-01 13:25:27,Castigator,"152,444",152444
2025-04-01 13:25:31,Tunli,"127,255",127255
2025-04-01 13:25:31,Gym,"111,776",111776
2025-04-01 13:25:31,Smoke Light,"107,719",107719
2025-04-01 13:25:31,Sweet,"105,062",105062
2025-04-01 13:25:31,Ayasha,"105,042",105042
2025-04-01 13:25:34,Moita,"96,339",96339
2025-04-01 13:25:34,Mack Diesel,"84,271",84271
2025-04-01 13:25:35,Mayhem Mike,"80,802",80802
2025-04-01 13:25:35,Lazzeri BR,"80,207",80207
2025-04-01 13:25:35,Ziroxx,"75,997",75997
2025-04-01 13:25:38,Caul Shivers,"60,925",60925
2025-04-01 13:25:38,onacio,"60,657",60657
2025-04-01 13:25:38,Queen Mab-,"59,843",59843
2025-04-01 13:25:38,Eyes,"51,605",51605
2025-04-01 13:25:38,Tartar,"46,198",46198
2025-04-01 13:25:39,Kaiku,"44,008",44008
2025-04-01 13:25:39,Harkon Ubel,"39,272",39272
2025-04-01 13:25:42,Loky,"35,801",35801
2025-04-01 13:25:42,Corvin.,"34,555",34555
2025-04-01 13:25:42,Optim,"33,948",33948
2025-04-01 13:25:42,De¥ine,"32,902",32902
2025-04-01 13:25:43,ChronicHighAF,"29,125",29125
2025-04-01 13:25:43,a prevalia knght,"27,028",27028
2025-04-01 13:25:43,Queen Arya,"26,637",26637
2025-04-01 13:25:43,Mia Jul,"26,635",26635
2025-04-01 13:25:43,Lupinho,"25,062",25062
2025-04-01 13:25:46,Krusty Lewis,"21,390",21390
2025-04-01 13:25:46,Phnom Penh,"20,583",20583
2025-04-01 13:25:46,Mutilate,"17,654",17654
2025-04-01 13:25:48,Wooked,"14,525",14525
2025-04-01 13:25:48,Not Rico,"10,675",10675
2025-04-01 16:25:16,Ladock,"3,600,485",3600485
2025-04-01 16:25:16,they,"1,021,279",1021279
2025-04-01 16:25:16,Vanquish,"886,305",886305
2025-04-01 16:25:16,Zapp Longwood,"818,822",818822
2025-04-01 16:25:16,Islander Aluvian,"812,867",812867
2025-04-01 16:25:16,Fortunate,"797,790",797790
2025-04-01 16:25:16,Angelica Shy,"773,950",773950
2025-04-01 16:25:17,Crittrain,"768,240",768240
2025-04-01 16:25:17,Sir Kiran,"724,987",724987
2025-04-01 16:25:17,Ventroth,"599,200",599200
2025-04-01 16:25:20,Eva Angelina,"505,800",505800
2025-04-01 16:25:20,Breee,"463,445",463445
2025-04-01 16:25:20,Bahlan Sarrola,"461,879",461879
2025-04-01 16:25:20,Ignavus,"437,361",437361
2025-04-01 16:25:20,Malleah,"437,297",437297
2025-04-01 16:25:20,Mister Id,"410,314",410314
2025-04-01 16:25:22,Bapeth,"407,257",407257
2025-04-01 16:25:22,Jose Gaspar,"405,224",405224
2025-04-01 16:25:22,Khaj.ja,"405,159",405159
2025-04-01 16:25:22,BABA YUMRUKCU,"397,082",397082
2025-04-01 16:25:22,Oddeye,"382,285",382285
2025-04-01 16:25:22,Vladimir,"376,132",376132
2025-04-01 16:25:22,Frelik Cabracan,"372,373",372373
2025-04-01 16:25:23,Suicidal Monkey,"352,643",352643
2025-04-01 16:25:23,Mutilate,"335,921",335921
2025-04-01 16:25:23,icahn,"329,079",329079
2025-04-01 16:25:23,toge,"309,835",309835
2025-04-01 16:25:23,PewPewDaSnooSnoo,"279,541",279541
2025-04-01 16:25:26,Jack-Sparrow,"247,592",247592
2025-04-01 16:25:26,onacio,"245,810",245810
2025-04-01 16:25:26,Krembluk,"243,667",243667
2025-04-01 16:25:26,Smoke Light,"217,123",217123
2025-04-01 16:25:26,Lodnis,"213,194",213194
2025-04-01 16:25:27,Savatage,"211,729",211729
2025-04-01 16:25:27,K.B-,"209,029",209029
2025-04-01 16:25:27,an undead pirate,"207,907",207907
2025-04-01 16:25:27,Castigator,"206,429",206429
2025-04-01 16:25:30,CAO,"187,012",187012
2025-04-01 16:25:30,Holy Homework,"184,315",184315
2025-04-01 16:25:30,Tarouca,"176,993",176993
2025-04-01 16:25:30,Cumbia,"176,150",176150
2025-04-01 16:25:30,KOPCAP,"171,442",171442
2025-04-01 16:25:30,Glok son of Glok,"169,480",169480
2025-04-01 16:25:31,Ayasha,"168,302",168302
2025-04-01 16:25:31,Eyes,"166,456",166456
2025-04-01 16:25:31,Mack Diesel,"153,132",153132
2025-04-01 16:25:34,Grizwald Beergut,"136,923",136923
2025-04-01 16:25:34,| Dated Your Mom,"134,355",134355
2025-04-01 16:25:34,Kaiku,"132,509",132509
2025-04-01 16:25:34,Deano's Chapel,"131,708",131708
2025-04-01 16:25:34,Checkthrust,"130,873",130873
2025-04-01 16:25:34,Kektrocity,"128,243",128243
2025-04-01 16:25:36,Danibro,"126,634",126634
2025-04-01 16:25:36,Undead Magus,"125,673",125673
2025-04-01 16:25:36,Mayhem Mike,"112,586",112586
2025-04-01 16:25:36,Queen Mab-,"112,467",112467
2025-04-01 16:25:36,Quvernon,"11,425",11425
2025-04-01 16:25:37,Doctor Teeth,"110,161",110161
2025-04-01 16:25:37,Algal'iarept,"105,561",105561
2025-04-01 16:25:37,SHANNON HOON =,"100,271",100271
2025-04-01 16:25:37,Shira,"94,226",94226
2025-04-01 16:25:40,Geno,"738,615",738615
2025-04-01 16:25:41,Corvin.,"62,955",62955
2025-04-01 16:25:41,ChronicHighAF,"59,082",59082
2025-04-01 16:25:41,Wooked,"53,648",53648
2025-04-01 16:25:41,Queen Arya,"53,047",53047
2025-04-01 16:25:44,Tartar,"49,493",49493
2025-04-01 16:25:44,Rasen,"40,083",40083
2025-04-01 16:25:46,leey Magi,"38,392",38392
2025-04-01 16:25:46,Raiden.,"36,357",36357
2025-04-01 16:25:46,Sailish,"36,051",36051
2025-04-01 16:25:48,Not Rico,"33,466",33466
2025-04-01 16:25:48,Fart Cop,"31,285",31285
2025-04-01 16:25:48,Onikage,"30,096",30096
2025-04-01 16:25:50,Ku'ula,"20,758",20758
2025-04-01 16:25:50,Zasranka,"20,657",20657
2025-04-01 16:25:53,HeWomanes,"16,968",16968
2025-04-01 16:25:53,AlonelnTheDark,"12,281",12281
2025-04-01 20:25:15,Ladock,"4,226,830",4226830
2025-04-01 20:25:15,Islander Aluvian,"1,373,015",1373015
2025-04-01 20:25:15,they,"1,298,935",1298935
2025-04-01 20:25:15,Bin Laggin-,"1,037,774",1037774
2025-04-01 20:25:15,Angelica Shy,"922,598",922598
2025-04-01 20:25:15,Fortunate,"901,176",901176
2025-04-01 20:25:15,Vanquish,"898,737",898737
2025-04-01 20:25:17,Zapp Longwood,"871,892",871892
2025-04-01 20:25:17,Crittrain,"839,846",839846
2025-04-01 20:25:17,Malleah,"769,233",769233
2025-04-01 20:25:17,Sir Kiran,"733,876",733876
2025-04-01 20:25:17,Khaj.ja,"584,289",584289
2025-04-01 20:25:17,Jose Gaspar,"584,049",584049
2025-04-01 20:25:17,Breee,"598,304",598304
2025-04-01 20:25:20,Rileyyy,"549,726",549726
2025-04-01 20:25:20,Vladimir,"548,957",548957
2025-04-01 20:25:20,BABA YUMRUKCU,"524,059",524059
2025-04-01 20:25:20,Captain Comp,"522,720",522720
2025-04-01 20:25:20,Frelik Cabracan,"512,849",512849
2025-04-01 20:25:20,Oddeye,"489,717",489717
2025-04-01 20:25:21,Mister Id,"451,725",451725
2025-04-01 20:25:21,Ruined King,"451,255",451255
2025-04-01 20:25:21,Suicidal Monkey,"450,773",450773
2025-04-01 20:25:21,Bapeth,"434,953",434953
2025-04-01 20:25:21,toge,"409,556",409556
2025-04-01 20:25:24,Elexis,"397,746",397746
2025-04-01 20:25:24,Ayasha,"397,020",397020
2025-04-01 20:25:24,Undead Magus,"389,231",389231
2025-04-01 20:25:24,Mutilate,"388,635",388635
2025-04-01 20:25:24,Jander’s Clone,"361,250",361250
2025-04-01 20:25:24,Checkthrust,"352,789",352789
2025-04-01 20:25:24,onacio,"331,233",331233
2025-04-01 20:25:25,Gopnitsa,"311,265",311265
2025-04-01 20:25:25,RustySheriff,"300,396",300396
2025-04-01 20:25:25,PewPewDaSnooSnoo,"298,842",298842
2025-04-01 20:25:25,Eyes,"293,081",293081
2025-04-01 20:25:25,Holy Homework,"280,505",280505
2025-04-01 20:25:28,Shira,"259,345",259345
2025-04-01 20:25:28,Doda,"233,479",233479
2025-04-01 20:25:28,PaPaTaRaKaN,"225,829",225829
2025-04-01 20:25:30,Boosoof,"213,354",213354
2025-04-01 20:25:30,SHANNON HOON,"204,797",204797
2025-04-01 20:25:32,Cumbia,"183,971",183971
2025-04-01 20:25:32,Novad,"177,221",177221
2025-04-01 20:25:34,One Bad Banana,"171,648",171648
2025-04-01 20:25:34,Ziroxx,"168,336",168336
2025-04-01 20:25:34,¥ adidi,"153,383",153383
2025-04-01 20:25:34,Lazzeri BR,"149,986",149986
2025-04-01 20:25:34,Deano's Chapel,"149,561",149561
2025-04-01 20:25:35,Quvernon,"137,382",137382
2025-04-01 20:25:38,Perfidious,"133,748",133748
2025-04-01 20:25:38,Guilefoyle,"131,665",131665
2025-04-01 20:25:38,Doctor Teeth,"123,806",123806
2025-04-01 20:25:39,Dead Lich,"121,419",121419
2025-04-01 20:25:39,Holy,"118,278",118278
2025-04-01 20:25:39,Moita,"100,202",100202
2025-04-01 20:25:42,Slim Peter,"99,200",99200
2025-04-01 20:25:42,leey Magi,"96,321",96321
2025-04-01 20:25:42,Suicide Messiah,"96,285",96285
2025-04-01 20:25:42,Bloody Belakor,"83,472",83472
2025-04-01 20:25:44,Blastro,"78,465",78465
2025-04-01 20:25:44,its john,"75,090",75090
2025-04-01 20:25:44,HeWomanes,"69,664",69664
2025-04-01 20:25:44,Onikage,"61,838",61838
2025-04-01 20:25:46,Likkle Skippa,"48,184",48184
2025-04-01 20:25:48,Youpi,"44,055",44055
2025-04-01 20:25:48,DarkAllly,"40,798",40798
2025-04-01 20:25:48,BuBu,"37,485",37485
2025-04-01 20:25:50,Masta Chaos,"37,215",37215
2025-04-01 20:25:52,Murlann,"29,525",29525
2025-04-01 20:25:52,Ldfv,"27,151",27151
2025-04-01 20:25:52,Siri Cascudo,"24,241",24241
2025-04-01 20:25:52,Pismo,"23,856",23856
2025-04-01 20:25:56,Gasanova,"18,675",18675
2025-04-01 20:25:56,Xoag,"17,891",17891
2025-04-01 20:25:56,MrMercy-Ish,"15,617",15617
2025-04-01 20:25:56,a rabid hobo,"13,743",13743
2025-04-02 00:25:16,Ladock,"4,773,845",4773845
2025-04-02 00:25:16,Islander Aluvian,"1,477,923",1477923
2025-04-02 00:25:16,Entropy-,"1,355,514",1355514
2025-04-02 00:25:16,Fortunate,"1,332,021",1332021
2025-04-02 00:25:16,Bin Laggin-,"1,101,834",1101834
2025-04-02 00:25:16,Breee,"917,979",917979
2025-04-02 00:25:17,Sir Kiran,"878,773",878773
2025-04-02 00:25:17,Jose Gaspar,"864,317",864317
2025-04-02 00:25:17,Malleah,"842,435",842435
2025-04-02 00:25:17,toge,"790,785",790785
2025-04-02 00:25:17,Balthezar,"675,683",675683
2025-04-02 00:25:17,Tortuga,"672,741",672741
2025-04-02 00:25:20,icahn,"656,342",656342
2025-04-02 00:25:20,a rage elemental,"652,226",652226
2025-04-02 00:25:20,onacio,"618,304",618304
2025-04-02 00:25:20,Captain Comp,"608,590",608590
2025-04-02 00:25:20,Spanky McGee,"603,679",603679
2025-04-02 00:25:20,Ayasha,"602,846",602846
2025-04-02 00:25:20,Faye Webster,"583,446",583446
2025-04-02 00:25:20,Rileyyy,"577,309",577309
2025-04-02 00:25:20,Epikur,"560,623",560623
2025-04-02 00:25:21,BABA YUMRUKCU,"553,942",553942
2025-04-02 00:25:21,Checkthrust,"532,216",532216
2025-04-02 00:25:21,Eyes,"492,563",492563
2025-04-02 00:25:24,Jander’s Clone,"434,965",434965
2025-04-02 00:25:24,Vesper Ebonsoul,"395,808",395808
2025-04-02 00:25:26,Rintarov,"373,025",373025
2025-04-02 00:25:26,Jack-Sparrow,"372,965",372965
2025-04-02 00:25:26,Gopnitsa,"344,644",344644
2025-04-02 00:25:26,PewPewDaSnooSnoo,"323,260",323260
2025-04-02 00:25:26,Tarouca,"311,373",311373
2025-04-02 00:25:27,Glok son of Glok,"291,213",291213
2025-04-02 00:25:27,its john,"285,515",285515
2025-04-02 00:25:27,One Bad Banana,"278,958",278958
2025-04-02 00:25:27,DarkAlly,"265,321",265321
2025-04-02 00:25:30,Auras,"255,663",255663
2025-04-02 00:25:30,Deano's Chapel,"250,403",250403
2025-04-02 00:25:30,Frank Hunt,"246,373",246373
2025-04-02 00:25:30,Exostingg,"245,176",245176
2025-04-02 00:25:30,Tyrok,"240,230",240230
2025-04-02 00:25:30,Veio da Lancha,"238,583",238583
2025-04-02 00:25:30,Boosoof,"236,263",236263
2025-04-02 00:25:31,SHANNON HOON,"223,248",223248
2025-04-02 00:25:31,Doctor Teeth,"215,484",215484
2025-04-02 00:25:31,Robertim,"212,858",212858
2025-04-02 00:25:34,CooXaa,"209,496",209496
2025-04-02 00:25:34,AuroraBattleBard,"205,556",205556
2025-04-02 00:25:34,KOPCAP,"197,452",197452
2025-04-02 00:25:36,Houdinix,"170,395",170395
2025-04-02 00:25:36,Johanna,"164,816",164816
2025-04-02 00:25:38,Suicide Messiah,"158,089",158089
2025-04-02 00:25:38,¥ adidi,"154,060",154060
2025-04-02 00:25:38,Corvin.,"149,605",149605
2025-04-02 00:25:38,BuBu,"141,645",141645
2025-04-02 00:25:40,Deexter,"134,474",134474
2025-04-02 00:25:41,Masta Chaos,"130,843",130843
2025-04-02 00:25:41,Slim Peter,"126,191",126191
2025-04-02 00:25:41,Lupinho,"125,942",125942
2025-04-02 00:25:41,Gasanova,"124,963",124963
2025-04-02 00:25:44,someone you know,"113,875",113875
2025-04-02 00:25:44,leey Magi,"113,250",113250
2025-04-02 00:25:44,Bartholomew Rob =,"113,206",113206
2025-04-02 00:25:44,Mata,"112,569",112569
2025-04-02 00:25:46,Capt Jayred,"105,135",105135
2025-04-02 00:25:46,Kazmyr,"104,470",104470
2025-04-02 00:25:46,Mark Shell,"101,058",101058
2025-04-02 00:25:46,Havoc-,"101,012",101012
2025-04-02 00:25:46,Rysn,"96,553",96553
2025-04-02 00:25:48,Ibra,"68,547",68547
2025-04-02 00:25:50,of Vile Pirates,"60,656",60656
2025-04-02 00:25:50,Wooked,"60,303",60303
2025-04-02 00:25:50,Queen Arya,"59,496",59496
2025-04-02 00:25:50,Xu'rek,"50,989",50989
2025-04-02 00:25:51,Sailish,"46,481",46481
2025-04-02 00:25:51,lvarTheBoneless,"46,390",46390
2025-04-02 00:25:51,Khal Draki,"45,615",45615
2025-04-02 00:25:54,Yeahboy,"38,136",38136
2025-04-02 00:25:54,Jerome Oysters,"34,456",34456
2025-04-02 00:25:56,Pismo,"28,573",28573
2025-04-02 00:25:56,Krusty Lewis,"27,349",27349
2025-04-02 00:25:58,Riolic,"23,533",23533
2025-04-02 00:25:58,Bubrub,"21,143",21143
2025-04-02 00:26:00,George A Custer,"18,628",18628
2025-04-02 00:26:00,Finn MacCool,"18,334",18334
2025-04-02 00:26:00,Yelllow Beard,"18,207",18207
2025-04-02 00:26:03,Jacknabox,"14,520",14520
2025-04-02 00:26:03,Grogmar,"10,960",10960
2025-04-02 00:26:03,Fuzzybread,"10,532",10532
2025-04-02 03:25:42,Budd Dwyer,"126,191",126191
2025-04-02 04:25:15,Islander Aluvian,"1,849,023",1849023
2025-04-02 04:25:15,they,"1,428,413",1428413
2025-04-02 04:25:15,Bin Laggin-,"1,387,792",1387792
2025-04-02 04:25:15,Edo,"1345,387",1345387
2025-04-02 04:25:15,Sisa's boy,"1,259,002",1259002
2025-04-02 04:25:15,Balthezar,"1,169,787",1169787
2025-04-02 04:25:15,Tortuga,"1,140,067",1140067
2025-04-02 04:25:18,Crittrain,"1,060,474",1060474
2025-04-02 04:25:18,toge,"856,592",856592
2025-04-02 04:25:20,Rileyyy,"789,944",789944
2025-04-02 04:25:20,Bapeth,"755,426",755426
2025-04-02 04:25:20,Xerad,"689,725",689725
2025-04-02 04:25:20,Spanky McGee,"678,839",678839
2025-04-02 04:25:20,Frelik Cabracan,"672,046",672046
2025-04-02 04:25:20,a rage elemental,"671,278",671278
2025-04-02 04:25:20,Epikur,"661,525",661525
2025-04-02 04:25:20,Rintarov,"650,844",650844
2025-04-02 04:25:21,Manifest-,"543,030",543030
2025-04-02 04:25:21,Grogmar,"542,345",542345
2025-04-02 04:25:21,Chios,"537,199",537199
2025-04-02 04:25:25,PewPewDaSnooSnoo,"351,039",351039
